make,model,city,price,year,km,type,cc,mode
Toyota,Corolla,Peshawar,4.4,1982,"300,000",CNG,1300,Manual
Toyota,Corolla,Karachi,12,2006,"173,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,20.5,2014,"82,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,22.6,2014,"150,000",Petrol,1300,Manual
Toyota,Vitz,Lahore,23,2016,"80,000",Petrol,1000,Automatic
Toyota,Vitz,Peshawar,20.7,2013,"102,000",Petrol,1000,Automatic
Toyota,Corolla,Lahore,37.5,2021,"7,500",Petrol,1600,Automatic
Toyota,Corolla,Peshawar,29,2012,"62,000",Petrol,1600,Automatic
Toyota,Corolla,Abbottabad,13.5,1995,"160,000",Petrol,1600,Automatic
Toyota,Vitz,Charsadda,16.4,2005,"80,000",Petrol,1000,Automatic
Toyota,Hilux,Multan,65.75,2021,"8,000",Diesel,2800,Manual
Toyota,Corolla,Rawat,16,2010,"247,000",Petrol,1300,Manual
Toyota,Prius,Karachi,31,2014,"75,000",Petrol,1800,Automatic
Toyota,Vitz,Karachi,,2018,"30,000",Petrol,1000,Automatic
Toyota,Avanza,Karachi,,2011,"44,000",Petrol,1500,Manual
Toyota,Vitz,Karachi,26.75,2018,"58,000",Petrol,1000,Automatic
Toyota,Hilux,Karachi,,2017,"42,000",Diesel,3000,Automatic
Toyota,Corolla,Islamabad,24.25,2014,"165,000",Petrol,1300,Manual
Toyota,Corolla,Wah cantt,23.8,2013,"48,200",Petrol,1300,Manual
Toyota,Prius,Islamabad,33.75,2014,"105,000",Petrol,1800,Automatic
Toyota,Land,Karachi,3.4,2018,"8,000",Petrol,4608,Automatic
Toyota,Land,Karachi,4.55,2018,"14,000",Petrol,4608,Automatic
Toyota,Fortuner,Karachi,89,2018,"41,000",Diesel,2800,Automatic
Toyota,Prado,Karachi,2.5,2018,"44,000",Petrol,2700,Automatic
Toyota,Prado,Karachi,2.05,2017,"29,000",Petrol,2700,Automatic
Toyota,Corolla,Peshawar,44,2018,"42,000",Petrol,1500,Automatic
Toyota,Prado,Faisalabad,1.16,2010,"98,000",Petrol,2700,Automatic
Toyota,Corolla,Hafizabad,31.5,2019,"32,000",Petrol,1300,Automatic
Toyota,Corolla,Mansehra,38.5,2018,"63,000",Petrol,1800,Automatic
Toyota,Cami,Karachi,14.25,2003,"223,000",Petrol,1300,Automatic
Toyota,Corolla,Rawalpindi,32.3,2019,"8,900",Petrol,1300,Automatic
Toyota,Prado,Balakot,24.5,1995,"78,000",Diesel,3000,Manual
Toyota,Aqua,Rawalpindi,26.5,2014,"112,000",Hybrid,1500,Automatic
Toyota,C,Lahore,49,2017,"27,000",Hybrid,1800,Automatic
Toyota,Vitz,Khairpur,26.5,2017,"45,000",Petrol,1000,Automatic
Toyota,Corolla,Karachi,31.9,2018,"26,000",Petrol,1600,Automatic
Toyota,Corolla,Karachi,19.5,2013,"106,000",Petrol,1300,Manual
Toyota,Corolla,Hafizabad,28,2018,"39,000",Petrol,1300,Manual
Toyota,Yaris,Islamabad,31.85,2021,"5,000",Petrol,1500,Automatic
Toyota,Aqua,Islamabad,25.7,2014,"120,000",Hybrid,1500,Automatic
Toyota,Corolla,Karachi,22.25,2010,"88,000",Petrol,1800,Automatic
Toyota,Corolla,Peshawar,32.5,2018,"9,000",Petrol,1300,Automatic
Toyota,Hilux,Gujranwala,81.75,2021,5,Diesel,2800,Automatic
Toyota,Corolla,Sialkot,45,2021,"2,400",Petrol,1800,Automatic
Toyota,Belta,Karachi,15.85,2010,"78,000",Petrol,1000,Automatic
Toyota,Corolla,Quetta,25.75,2017,"54,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,35.95,2019,"18,500",Petrol,1600,Automatic
Toyota,Corolla,Karachi,14.2,2005,"30,000",Petrol,1800,Automatic
Toyota,Corolla,Attock,33,2019,"41,000",Petrol,1300,Automatic
Toyota,Aqua,Peshawar,32.5,2018,"110,000",Hybrid,1500,Automatic
Toyota,Land,Karachi,3.55,2016,"31,000",Petrol,4608,Automatic
Toyota,Aqua,Islamabad,24.5,2014,"120,000",Hybrid,1500,Automatic
Toyota,Land,Karachi,3.75,2016,"12,800",Petrol,4608,Automatic
Toyota,Land,Karachi,2.3,2012,"43,000",Petrol,4600,Automatic
Toyota,Corolla,Peshawar,37.5,2018,"15,000",Petrol,1500,Automatic
Toyota,Land,Lahore,3.48,2016,"33,000",Petrol,4600,Automatic
Toyota,Prado,Islamabad,1.25,2010,"121,300",Petrol,2700,Automatic
Toyota,Prado,Lahore,1.95,2016,"43,500",Petrol,2700,Automatic
Toyota,Corolla,Lahore,29.75,2017,"71,000",Petrol,1600,Automatic
Toyota,Vitz,Lahore,26.5,2018,"34,606",Petrol,1000,Automatic
Toyota,Corolla,Karachi,38.5,2018,"30,000",Petrol,1500,Automatic
Toyota,Premio,Islamabad,,2007,"100,000",Petrol,1800,Automatic
Toyota,Corolla,Karachi,30,2017,"58,000",Petrol,1600,Automatic
Toyota,Land,Karachi,1.55,2008,"74,000",Petrol,4600,Automatic
Toyota,Corolla,Wah cantt,10.5,1999,"200,000",Petrol,1600,Manual
Toyota,Vitz,Lakki marwat,18.5,2010,"17,900",Petrol,1000,Automatic
Toyota,Aqua,Karachi,,2018,"47,000",Hybrid,1500,Automatic
Toyota,Aqua,Peshawar,29,2015,"105,000",Hybrid,1500,Automatic
Toyota,Platz,Gujranwala,11.5,2004,"150,000",Petrol,1000,Automatic
Toyota,Corolla,Karachi,23.9,2017,"64,000",Petrol,1300,Manual
Toyota,Passo,Islamabad,19.5,2014,"27,000",Petrol,1000,Automatic
Toyota,Passo,Sadiqabad,24,2021,"15,000",Petrol,1000,Automatic
Toyota,Land,Lahore,2.33,2012,"75,500",Petrol,4600,Automatic
Toyota,Premio,Lahore,29,2008,"152,000",Petrol,1800,Automatic
Toyota,Corolla,Multan,6.45,1985,"95,825",Petrol,1300,Manual
Toyota,Aqua,Karachi,,2015,"74,000",Hybrid,1500,Automatic
Toyota,Corolla,Lahore,31.99,2019,"9,000",Petrol,1300,Automatic
Toyota,Prado,Islamabad,25,1993,"98,000",Diesel,2400,Automatic
Toyota,Corolla,Lahore,32,2019,"40,000",Petrol,1300,Automatic
Toyota,Corolla,Lahore,32,2019,"40,000",Petrol,1300,Automatic
Toyota,Corolla,Karachi,22.95,2015,"60,851",Petrol,1300,Manual
Toyota,Corolla,Lahore,23.6,2015,"147,000",Petrol,1300,Automatic
Toyota,Corolla,Pak pattan sharif,30,2020,"14,250",Petrol,1300,Automatic
Toyota,Fortuner,Gujranwala,89,2020,"13,000",Petrol,2700,Automatic
Toyota,Vitz,Jauharabad,27.5,2018,"78,634",Petrol,1000,Automatic
Toyota,Corolla,Karachi,18.85,2007,"110,000",Petrol,1500,Automatic
Toyota,Corolla,Karachi,15.5,2008,"99,000",Petrol,1300,Manual
Toyota,Aqua,Karachi,33.5,2018,"111,000",Petrol,1500,Automatic
Toyota,Prado,Lahore,1.4,2012,"67,000",Petrol,2700,Automatic
Toyota,Passo,Peshawar,24.5,2018,"42,000",Petrol,1000,Automatic
Toyota,Prado,Peshawar,53.5,1999,"70,000",Petrol,3400,Automatic
Toyota,Prado,Lahore,,2016,"26,000",Petrol,2700,Automatic
Toyota,Aqua,Peshawar,39.5,2017,"42,000",Petrol,1500,Automatic
Toyota,Land,Lahore,3.5,2016,"28,000",Petrol,4608,Automatic
Toyota,Land,Lahore,3.55,2016,"16,000",Petrol,4608,Automatic
Toyota,Prado,Lahore,,2016,"51,700",Petrol,2700,Automatic
Toyota,Land,Lahore,3.9,2017,"18,000",Petrol,4608,Automatic
Toyota,Land,Lahore,3,2016,"20,000",Petrol,4608,Automatic
Toyota,Land,Lahore,3.35,2018,"9,000",Petrol,4608,Automatic
Toyota,Corolla,Rahim Yar Khan,23,2011,"70,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,15.6,2009,"145,000",Petrol,1300,Manual
Toyota,Vitz,Karachi,18,2011,"64,000",Petrol,1000,Automatic
Toyota,C,Karachi,58,2017,"60,000",Petrol,1800,Automatic
Toyota,C,Lahore,53,2017,"54,000",Hybrid,1800,Automatic
Toyota,Corolla,Islamabad,11.5,1993,"150,000",Petrol,1500,Automatic
Toyota,Corolla,Lahore,17.5,2011,"160,000",Petrol,1300,Manual
Toyota,Corolla,Nawabshah,13.5,2003,"235,000",Petrol,1600,Automatic
Toyota,Passo,Karachi,16.45,2011,"75,000",Petrol,1000,Automatic
Toyota,Corolla,Attock,20.5,2013,"180,000",Petrol,1300,Manual
Toyota,Prius,Multan,19.5,2007,"200,000",Petrol,1500,Automatic
Toyota,Passo,Lahore,13.25,2008,"81,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,38,2018,"46,425",Petrol,1800,Automatic
Toyota,Aqua,Sahiwal,31.5,2017,"950,000",Hybrid,1500,Automatic
Toyota,Corolla,Karachi,26.25,2017,"45,000",Petrol,1300,Manual
Toyota,Hilux,Karachi,75.8,2021,"4,850",Diesel,2800,Automatic
Toyota,Vitz,Karachi,16.75,2012,"77,000",Petrol,1000,Automatic
Toyota,Corolla,Bahawalpur,31,2019,"54,000",Petrol,1300,Manual
Toyota,Passo,Islamabad,26.5,2017,"83,000",Petrol,1000,Automatic
Toyota,Passo,Bahawalpur,12.25,2006,"183,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,39.25,2018,"20,160",Petrol,1800,Automatic
Toyota,Corolla,Islamabad,33.5,2019,"34,100",Petrol,1300,Automatic
Toyota,Prado,Islamabad,58,2004,"139,062",Petrol,2700,Automatic
Toyota,Corolla,Gujrat,13.75,2009,"80,000",Petrol,1300,Manual
Toyota,Corolla,Mirpur A.K.,11.5,2001,"195,000",Diesel,2000,Manual
Toyota,Prado,Islamabad,45,1999,"94,000",Petrol,3400,Automatic
Toyota,Land,Lahore,3.68,2016,"25,500",Petrol,4600,Automatic
Toyota,Corolla,Peshawar,31.5,2007,"45,000",Petrol,1500,Automatic
Toyota,Aqua,Lahore,23.59,2013,"97,200",Hybrid,1500,Automatic
Toyota,Yaris,Multan,29.25,2020,"7,620",Petrol,1500,Automatic
Toyota,Land,Lahore,,2017,"9,000",Petrol,4608,Automatic
Toyota,Land,Lahore,,2017,"14,000",Petrol,4600,Automatic
Toyota,Land,Lahore,,2016,"14,000",Petrol,4708,Automatic
Toyota,Land,Islamabad,3.55,2016,"38,000",Petrol,4608,Automatic
Toyota,Fortuner,Islamabad,98.9,2021,25,Diesel,2800,Automatic
Toyota,Hilux,Islamabad,83.3,2021,25,Diesel,2800,Automatic
Toyota,Corolla,Karachi,29,2017,"23,864",Petrol,1300,Automatic
Toyota,Prado,Karachi,1.15,2009,"65,000",Petrol,2700,Automatic
Toyota,Yaris,Islamabad,28,2020,"13,000",Petrol,1300,Automatic
Toyota,Corolla,Sialkot,25.5,2018,"42,000",Petrol,1300,Manual
Toyota,Aqua,Rawalpindi,22,2012,"150,000",Hybrid,1500,Automatic
Toyota,Belta,Karachi,12.8,2007,"180,000",Petrol,1000,Automatic
Toyota,Corolla,Peshawar,39,2018,"25,000",Hybrid,1500,Automatic
Toyota,Corolla,Rawalpindi,18.5,2011,"200,000",Petrol,1600,Automatic
Toyota,Corona,Hazro,9.5,1992,"130,000",Petrol,1300,Automatic
Toyota,Premio,Peshawar,23.2,2005,"160,000",Petrol,1800,Automatic
Toyota,Prado,Islamabad,32.5,1996,"250,000",Diesel,3000,Automatic
Toyota,Vitz,Lahore,21.65,2015,"43,000",Petrol,1000,Automatic
Toyota,Corolla,Hyderabad,46.77,2021,6,Petrol,1800,Automatic
Toyota,Corolla,Lahore,30.75,2017,"50,000",Petrol,1600,Automatic
Toyota,Corolla,Rajanpur,19.85,2014,"122,900",Petrol,1300,Manual
Toyota,Corolla,Rawalpindi,18.25,2008,"145,000",Petrol,1800,Automatic
Toyota,Corolla,Karachi,18.9,2012,"66,414",Petrol,1300,Manual
Toyota,Fortuner,Lahore,1.08,2021,1,Diesel,2800,Automatic
Toyota,Other,Haripur,24.85,2017,"32,000",Petrol,1000,Automatic
Toyota,Corolla,Toba Tek Singh,18.35,2011,"75,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,24.95,2015,"94,000",Petrol,1300,Automatic
Toyota,Corolla,Faisalabad,13.75,2007,"121,000",Petrol,1300,Manual
Toyota,Corolla,Peshawar,22,2013,1,Petrol,1600,Manual
Toyota,Passo,Karachi,25.5,2018,"16,000",Petrol,1000,Automatic
Toyota,Fortuner,Lahore,84,2019,"36,000",Petrol,2700,Automatic
Toyota,Corolla,Gujranwala,17.9,2011,"125,000",Petrol,1300,Manual
Toyota,Land,Islamabad,,2017,"15,900",Petrol,4600,Automatic
Toyota,Corolla,Karachi,22.5,2015,"52,015",Petrol,1300,Manual
Toyota,Passo,Lahore,20.5,2015,"75,000",Petrol,1000,Automatic
Toyota,Land,Karachi,2.6,2013,"23,160",Petrol,4600,Automatic
Toyota,Prado,Lahore,1.15,2010,"90,390",Petrol,2700,Automatic
Toyota,Corolla,Islamabad,37.3,2021,19,Petrol,1600,Automatic
Toyota,Fortuner,Islamabad,1.02,2021,30,Petrol,2700,Automatic
Toyota,Corolla,Islamabad,,2021,6,Petrol,1600,Automatic
Toyota,Corolla,Islamabad,30.4,2017,"65,000",Petrol,1600,Automatic
Toyota,Prado,Islamabad,2.35,2017,300,Petrol,2700,Automatic
Toyota,Crown,Islamabad,57.9,2004,"183,000",Petrol,3000,Automatic
Toyota,Prado,Karachi,2.15,2017,"35,000",Petrol,2700,Automatic
Toyota,Yaris,Islamabad,22.5,2015,"105,000",Petrol,1300,Automatic
Toyota,Corolla,Wah cantt,17.2,2003,"160,000",Petrol,1600,Automatic
Toyota,Vitz,Chakwal,15.4,2008,"172,000",Petrol,1000,Automatic
Toyota,Corolla,Gujranwala,16.5,2012,"150,000",Petrol,1300,Manual
Toyota,Surf,Lahore,21.5,1995,"155,900",Diesel,3000,Automatic
Toyota,Corolla,Islamabad,22.3,2014,"105,000",Petrol,1300,Manual
Toyota,Passo,Islamabad,19,2015,"99,353",Petrol,1000,Automatic
Toyota,Corolla,Peshawar,7.8,1990,"180,000",Petrol,1300,Manual
Toyota,Corolla,Karachi,29.5,2019,"45,000",Petrol,1300,Automatic
Toyota,Corolla,Rawalpindi,25.25,2016,"94,000",Petrol,1300,Manual
Toyota,Corolla,Sialkot,36.5,2021,1,Petrol,1600,Automatic
Toyota,Prado,Karachi,73,2006,"150,000",Petrol,4000,Automatic
Toyota,Corolla,Mardan,4.8,1987,18,Petrol,1300,Manual
Toyota,Corolla,Lahore,29.15,2018,"36,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,5,1998,"130,000",Diesel,2000,Manual
Toyota,Vitz,Peshawar,19.9,2013,"90,000",Petrol,1000,Automatic
Toyota,Corolla,Lahore,27.5,2017,"68,000",Petrol,1300,Automatic
Toyota,Vitz,Islamabad,25.5,2016,"61,000",Petrol,1000,Automatic
Toyota,Corolla,Sheikhupura,27.5,2016,"56,000",Petrol,1300,Automatic
Toyota,Passo,Karachi,14.25,2010,"80,000",Petrol,1000,Automatic
Toyota,Corolla,Peshawar,41.8,2020,"17,000",Petrol,1800,Automatic
Toyota,Corolla,Wah cantt,14.9,2005,"199,000",Petrol,1600,Automatic
Toyota,Premio,Peshawar,31.5,2008,"100,000",Petrol,1800,Automatic
Toyota,Land,Lahore,1.95,2012,"93,000",Petrol,4600,Automatic
Toyota,Prado,Karachi,1.55,2012,"68,000",Petrol,4000,Automatic
Toyota,Land,Islamabad,4.05,2017,"46,000",Petrol,4600,Automatic
Toyota,Land,Karachi,3.95,2018,"46,000",Petrol,4608,Automatic
Toyota,Prado,Islamabad,1.24,2012,"92,000",Petrol,2700,Automatic
Toyota,Land,Karachi,3.4,2016,"46,000",Petrol,4608,Automatic
Toyota,Corolla,Islamabad,32.85,2019,"31,000",Petrol,1600,Automatic
Toyota,Corolla,Lahore,36.9,2021,23,Petrol,1600,Automatic
Toyota,Corolla,Lahore,41.5,2020,"13,000",Petrol,1800,Automatic
Toyota,Corolla,Lahore,29.5,2015,"86,000",Petrol,1800,Automatic
Toyota,Passo,Rawalpindi,17,2013,"92,820",Petrol,1000,Automatic
Toyota,Vitz,Rawalpindi,13.25,2005,"115,000",Petrol,1000,Automatic
Toyota,Aqua,Islamabad,41.5,2018,"95,000",Hybrid,1500,Automatic
Toyota,Vitz,Rawalpindi,27.5,2018,"78,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,15.75,2008,"85,000",Petrol,1300,Manual
Toyota,Premio,Islamabad,21,2003,"173,000",Petrol,1500,Automatic
Toyota,Vitz,Islamabad,26.25,2018,"27,000",Petrol,1000,Automatic
Toyota,Prius,Taxila,26,2010,"88,000",Hybrid,1800,Automatic
Toyota,Corolla,Ahmed Pur East,28,2017,"60,000",Petrol,1300,Manual
Toyota,Corolla,Rawalpindi,15.75,2011,"140,000",Petrol,1300,Manual
Toyota,Aqua,Multan,39.5,2018,"15,125",Hybrid,1500,Automatic
Toyota,Vitz,Hyderabad,26.25,2018,"34,200",Petrol,1000,Automatic
Toyota,Corolla,Gujranwala,22.8,2017,"60,000",Petrol,1300,Manual
Toyota,Corolla,Karachi,23.75,2014,"48,000",Petrol,1600,Automatic
Toyota,Corolla,Karachi,33.95,2020,"18,000",Petrol,1600,Automatic
Toyota,Corolla,Islamabad,12.25,2007,"150,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,26.5,2018,"71,000",Petrol,1300,Manual
Toyota,Corolla,Karachi,20,2010,"105,000",Petrol,1800,Automatic
Toyota,Corolla,Kasur,19.25,2008,"107,000",Petrol,1300,Manual
Toyota,Corolla,Multan,8,1999,"150,000",Petrol,1600,Manual
Toyota,Corolla,Lahore,24,2015,"45,000",Petrol,1300,Manual
Toyota,Corolla,Peshawar,18.75,2006,"59,000",Diesel,2000,Manual
Toyota,Aqua,Islamabad,28.5,2015,"83,000",Hybrid,1500,Automatic
Toyota,Aqua,Peshawar,31.5,2017,"19,000",Hybrid,1500,Automatic
Toyota,Corolla,Rahim Yar Khan,8.75,1997,"855,698",Petrol,1300,Manual
Toyota,Corolla,Islamabad,21.3,2013,"80,000",Petrol,1300,Manual
Toyota,Corolla,Multan,22.3,2015,"70,000",Petrol,1300,Manual
Toyota,Corolla,Multan,25,2015,"62,000",Petrol,1300,Automatic
Toyota,Corolla,Peshawar,14.9,2003,"169,945",Diesel,2000,Manual
Toyota,Corolla,Rawalpindi,26.25,2012,"63,000",Petrol,1500,Automatic
Toyota,Prius,Rawalpindi,,2017,"72,000",Hybrid,1800,Automatic
Toyota,Land,Islamabad,,2017,"101,000",Petrol,4600,Automatic
Toyota,Surf,Islamabad,,2003,"280,000",Petrol,3400,Automatic
Toyota,Land,Lahore,4.05,2018,"22,000",Petrol,4600,Automatic
Toyota,Prado,Karachi,1.5,2011,"104,156",Petrol,4000,Automatic
Toyota,Fortuner,Lahore,92.75,2019,"39,000",Diesel,2800,Automatic
Toyota,Corolla,Lahore,21.4,2014,"86,000",Petrol,1300,Manual
Toyota,Aqua,Lahore,33.95,2018,"105,340",Hybrid,1500,Automatic
Toyota,Land,Islamabad,3.38,2016,"28,000",Petrol,4600,Automatic
Toyota,Vitz,Lahore,11.4,2001,"200,000",Petrol,1000,Manual
Toyota,Vitz,Lahore,25.85,2018,"46,559",Petrol,1000,Automatic
Toyota,Prius,Karachi,29.5,2014,"80,000",Petrol,1800,Automatic
Toyota,Vitz,Rawalpindi,24.5,2017,"75,000",Petrol,1000,Automatic
Toyota,Vitz,Karachi,25.5,2018,"65,900",Petrol,1500,Automatic
Toyota,Passo,Karachi,15,2010,"80,000",Petrol,1000,Automatic
Toyota,Corolla,Kabirwala,19.5,2012,"185,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,25.5,2015,"99,000",Petrol,1300,Automatic
Toyota,Land,Rawalpindi,,2013,"69,000",Petrol,4600,Automatic
Toyota,Corolla,Lahore,21.36,2015,"113,000",Petrol,1300,Manual
Toyota,Land,Rawalpindi,,2018,"5,000",Petrol,4600,Automatic
Toyota,Corolla,Islamabad,32.5,2017,"33,000",Petrol,1800,Automatic
Toyota,Sienta,Karachi,37.25,2015,"24,000",Petrol,1500,Automatic
Toyota,Land,Rawalpindi,,2013,"124,000",Petrol,4600,Automatic
Toyota,Corolla,Karachi,35.45,2018,"51,000",Petrol,1800,Automatic
Toyota,Corolla,Rawalpindi,11.5,2005,"175,400",Petrol,1500,Automatic
Toyota,Corolla,Karachi,7.6,2005,"380,000",Petrol,1800,Manual
Toyota,Corolla,Karachi,18,2010,"72,000",Petrol,1300,Manual
Toyota,Corolla,Renala khurd,22,2014,"163,000",Petrol,1300,Manual
Toyota,Corolla,Mardan,18.4,2010,"102,000",Petrol,1300,Manual
Toyota,Corolla,Karachi,25.5,2016,"65,000",Petrol,1300,Automatic
Toyota,Corolla,Lahore,39.5,2019,"37,570",Petrol,1800,Automatic
Toyota,Starlet,Lahore,6.5,1998,"100,000",Petrol,1300,Manual
Toyota,Corolla,Haripur,8.7,1998,"150,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,23.75,2014,"120,000",Petrol,1300,Manual
Toyota,Corolla,Kamalia,34.5,2020,"13,780",Petrol,1300,Manual
Toyota,Corolla,Karachi,9.8,1999,"75,000",Petrol,1600,Automatic
Toyota,Vitz,Lahore,24.95,2018,"50,168",Petrol,1000,Automatic
Toyota,Vitz,Karachi,31,2018,"41,000",Hybrid,1500,Automatic
Toyota,Corolla,Lahore,32.6,2018,"30,000",Petrol,1600,Automatic
Toyota,C,Lahore,65,2018,"17,600",Hybrid,1800,Automatic
Toyota,Corolla,Lahore,18,2013,"85,000",Petrol,1300,Manual
Toyota,Mark,Lahore,16.5,2004,"242,938",Petrol,2000,Automatic
Toyota,Fortuner,Lahore,87,2018,"70,000",Diesel,2800,Automatic
Toyota,Land,Lahore,70,2002,"51,982",Petrol,4700,Automatic
Toyota,Prius,Lahore,27,2012,"196,039",Petrol,1800,Automatic
Toyota,Fortuner,Islamabad,88,2019,"35,000",Petrol,2700,Automatic
Toyota,Land,Karachi,3.65,2018,"6,000",Petrol,4600,Automatic
Toyota,Prius,Lahore,50,2017,"12,204",Petrol,1800,Automatic
Toyota,Corolla,Peshawar,32.25,2019,"65,000",Petrol,1300,Automatic
Toyota,Vitz,Lahore,27.75,2018,"28,000",Petrol,1000,Automatic
Toyota,Corolla,Rawalpindi,15.5,2009,"177,000",Petrol,1300,Manual
Toyota,Corolla,Multan,43,2021,50,Petrol,1800,Automatic
Toyota,Corolla,Lahore,23.25,2017,"116,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,17.5,2011,"170,000",Petrol,1300,Manual
Toyota,Fortuner,Karachi,84,2018,"37,000",Petrol,2700,Automatic
Toyota,Corolla,Karachi,13.65,2007,"145,000",Petrol,1800,Automatic
Toyota,Corolla,Gujrat,23.2,2015,"107,386",Petrol,1300,Manual
Toyota,Corolla,Faisalabad,38.5,2021,"7,500",Petrol,1600,Automatic
Toyota,Prius,Peshawar,19.9,2007,"165,000",Hybrid,1500,Automatic
Toyota,Surf,Karachi,41,1996,"120,000",Diesel,3000,Automatic
Toyota,Corolla,Gujrat,27,2016,"82,668",Petrol,1300,Automatic
Toyota,Corolla,Lahore,33.5,2017,"51,000",Petrol,1800,Automatic
Toyota,Vitz,Lahore,26.95,2019,"17,000",Petrol,1000,Automatic
Toyota,Premio,Islamabad,41.5,2008,"97,000",Petrol,2000,Automatic
Toyota,Corolla,Kala shah kaku,20.9,2014,"110,000",Petrol,1300,Manual
Toyota,Platz,Islamabad,11,2001,"192,000",Petrol,1300,Automatic
Toyota,Corolla,Hyderabad,38.25,2018,"30,800",Petrol,1800,Automatic
Toyota,Prado,Faisalabad,48,2001,"75,000",Petrol,3400,Automatic
Toyota,Corolla,Islamabad,15.8,2009,"177,000",Petrol,1300,Manual
Toyota,Corolla,Karachi,30,2019,"19,500",Petrol,1300,Automatic
Toyota,Corolla,Islamabad,31.5,2016,"80,000",Petrol,1800,Automatic
Toyota,Passo,Karachi,12.85,2009,"100,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,36.5,2016,"30,000",Petrol,1800,Automatic
Toyota,Vitz,Lahore,28.5,2019,"36,000",Petrol,1000,Automatic
Toyota,Prius,Lahore,62,2017,"26,000",Petrol,1800,Automatic
Toyota,C,Lahore,58.45,2017,"45,000",Hybrid,1800,Automatic
Toyota,Camry,Lahore,1.5,2018,"17,500",Hybrid,2400,Automatic
Toyota,Fortuner,Karachi,84,2017,"11,500",Petrol,2700,Automatic
Toyota,Prado,Lahore,1.66,2016,"81,000",Petrol,2700,Automatic
Toyota,Aqua,Lahore,32.6,2017,"42,449",Hybrid,1500,Automatic
Toyota,Fortuner,Lahore,88,2018,"14,277",Petrol,2700,Automatic
Toyota,Corolla,Islamabad,31,2019,"5,936",Petrol,1300,Automatic
Toyota,Aqua,Lahore,24.3,2013,"149,869",Hybrid,1500,Automatic
Toyota,C,Lahore,63.5,2017,"35,384",Hybrid,1800,Automatic
Toyota,Belta,Lahore,15,2010,"86,660",Petrol,1000,Automatic
Toyota,Corolla,Abbottabad,24.5,2012,"110,000",Petrol,1600,Automatic
Toyota,Vitz,Nowshera,18.5,2006,"165,000",Petrol,1300,Automatic
Toyota,Hilux,Karachi,76,2020,"16,000",Diesel,2800,Automatic
Toyota,Yaris,Gujar Khan,24.95,2020,"5,900",Petrol,1300,Manual
Toyota,Corolla,Islamabad,21.6,2014,"50,000",Petrol,1300,Manual
Toyota,Corolla,Alipur Chatta,13.5,2009,"200,000",Petrol,1300,Manual
Toyota,Corolla,Faisalabad,17,2011,"300,000",Petrol,1300,Manual
Toyota,Prius,Faisalabad,41.3,2014,"73,500",Petrol,1800,Automatic
Toyota,Prius,Faisalabad,50,2018,"139,855",Petrol,1800,Automatic
Toyota,Corolla,Multan,33.5,2016,"95,000",Petrol,1800,Automatic
Toyota,Prado,Karachi,40,2001,"122,700",Diesel,3000,Automatic
Toyota,Corolla,Lahore,18.55,2012,"170,000",Petrol,1300,Manual
Toyota,Prius,Islamabad,20.5,2010,"190,000",Hybrid,1500,Automatic
Toyota,Prado,Faisalabad,1.87,2016,"40,000",Petrol,2700,Automatic
Toyota,Prius,Multan,58.25,2017,"20,500",Petrol,1800,Automatic
Toyota,Vitz,Multan,26,2018,"31,100",Petrol,1000,Automatic
Toyota,Yaris,Lahore,30.9,2021,"8,400",Petrol,1500,Automatic
Toyota,Aqua,Lahore,25,2014,"66,000",Petrol,1500,Automatic
Toyota,Aqua,Lahore,32,2017,"46,000",Hybrid,1500,Automatic
Toyota,Corolla,Faisalabad,19.8,2014,"97,000",Petrol,1300,Manual
Toyota,Prius,Islamabad,29.75,2012,"110,000",Petrol,1800,Automatic
Toyota,Corolla,Islamabad,43.75,2021,"11,000",Petrol,1800,Automatic
Toyota,Corona,Bahawalpur,10,1970,"100,000",Diesel,2000,Manual
Toyota,Vitz,Islamabad,23.25,2015,"42,000",Petrol,1000,Automatic
Toyota,Corolla,Multan,28.5,2016,"41,535",Petrol,1300,Automatic
Toyota,C,Lahore,62.85,2017,"55,944",Hybrid,1800,Automatic
Toyota,Raize,Lahore,52,2020,564,Petrol,1000,Automatic
Toyota,Corolla,Islamabad,44.5,2021,25,Petrol,1800,Automatic
Toyota,Crown,Islamabad,,2011,"138,910",Hybrid,3500,Automatic
Toyota,Land,Lahore,4.35,2018,"3,997",Petrol,4600,Automatic
Toyota,Land,Islamabad,85,2006,"164,000",Petrol,4700,Automatic
Toyota,Vitz,Lahore,33,2017,"93,094",Hybrid,1500,Automatic
Toyota,Hilux,Lahore,39,2012,"85,333",Diesel,2500,Automatic
